mol,Target,Name,Degradation Identification new 1,Article_DOI,handle1,handle2,linker,atoms_NAF,Compound ID,Uniprot,E3 Ligase,Uniprot_E3,E3_PDB,Closest_E3,target_PDB,Closest_target,DC50_nM_,Dmax_prc_,Assay_DC50_Dmax_,Percent_degradation_prc_,Assay_Percent_degradation_,IC50_nM_Protac_to_Target_,Assay_Protac_to_Target_IC50_,EC50_nM_Protac_to_Target_,Assay_Protac_to_Target_EC50_,Kd_nM_Protac_to_Target_,Assay_Protac_to_Target_Kd_,Ki_nM_Protac_to_Target_,Assay_Protac_to_Target_Ki_,delta_G_kcal_mol_Protac_to_Target_,delta_H_kcal_mol_Protac_to_Target_,Tdelta_S_kcal_mol_Protac_to_Target_,Assay_Protac_to_Target_G_H_TS_,kon_1_Ms_Protac_to_Target_,koff_1_s_Protac_to_Target_,t1_2_s_Protac_to_Target_,Assay_Protac_to_Target_kon_koff_t1_2_,IC50_nM_Protac_to_E3_,Assay_Protac_to_E3_IC50_,EC50_nM_Protac_to_E3_,Assay_Protac_to_E3_EC50_,Kd_nM_Protac_to_E3_,Assay_Protac_to_E3_Kd_,Ki_nM_Protac_to_E3_,Assay_Protac_to_E3_Ki_,delta_G_kcal_mol_Protac_to_E3_,delta_H_kcal_mol_Protac_to_E3_,Tdelta_S_kcal_mol_Protac_to_E3_,Assay_Protac_to_E3_G_H_TS_,kon_1_Ms_Protac_to_E3_,koff_1_s_Protac_to_E3_,t1_2_s_Protac_to_E3_,Assay_Protac_to_E3_kon_koff_t1_2_,IC50_nM_Ternary_complex_,Assay_Ternary_complex_IC50_,EC50_nM_Ternary_complex_,Assay_Ternary_complex_EC50_,Kd_nM_Ternary_complex_,Assay_Ternary_complex_Kd_,Ki_nM_Ternary_complex_,Assay_Ternary_complex_Ki_,delta_G_kcal_mol_Ternary_complex_,delta_H_kcal_mol_Ternary_complex_,Tdelta_S_kcal_mol_Ternary_complex_,Assay_Ternary_complex_G_H_TS_,kon_1_Ms_Ternary_complex_,koff_1_s_Ternary_complex_,t1_2_s_Ternary_complex_,Assay_Ternary_complex_kon_koff_t1_2_,IC50_nM_Cellular_activities_,Assay_Cellular_activities_IC50_,EC50_nM_Cellular_activities_,Assay_Cellular_activities_EC50_,GI50_nM_Cellular_activities_,Assay_Cellular_activities_GI50_,ED50_nM_Cellular_activities_,Assay_Cellular_activities_ED50_,GR50_nM_Cellular_activities_,Assay_Cellular_activities_GR50_,PAMPA_Papp_nm_s_Permeability_,Assay_Permeability_PAMPA_Papp_,Caco_2_A2B_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_A2B_Papp_,Caco_2_B2A_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_B2A_Papp_,Molecular_Weight,Exact_Mass,XLogP3,Heavy_Atom_Count,Ring_Count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Rotatable_Bond_Count,Topological_Polar_Surface_Area,Molecular_Formula,InChI,InChI_Key
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B5,Bad,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,688,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.302,1034.407055,10.43,74,8,12,6,19,202.78,C58H62N6O8S2,"InChI=1S/C58H62N6O8S2/c1-35(38-13-17-40(18-14-38)52-36(2)59-34-73-52)61-56(70)48-30-45(67)33-64(48)57(71)54(58(3,4)5)62-50(68)10-8-6-7-9-29-72-46-26-11-37(12-27-46)32-60-63-55(69)42-19-15-39(16-20-42)51-47-28-25-44(66)31-49(47)74-53(51)41-21-23-43(65)24-22-41/h11-28,31-32,34-35,45,48,54,65-67H,6-10,29-30,33H2,1-5H3,(H,61,70)(H,62,68)(H,63,69)/b60-32+/t35-,45+,48-,54+/m0/s1",QKBVIBNUPPEXMQ-XSNJYKFWSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCCCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B6,Bad,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCCCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,689,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.329,1048.422705,10.97,75,8,12,6,20,202.78,C59H64N6O8S2,"InChI=1S/C59H64N6O8S2/c1-36(39-14-18-41(19-15-39)53-37(2)60-35-74-53)62-57(71)49-31-46(68)34-65(49)58(72)55(59(3,4)5)63-51(69)11-9-7-6-8-10-30-73-47-27-12-38(13-28-47)33-61-64-56(70)43-20-16-40(17-21-43)52-48-29-26-45(67)32-50(48)75-54(52)42-22-24-44(66)25-23-42/h12-29,32-33,35-36,46,49,55,66-68H,6-11,30-31,34H2,1-5H3,(H,62,71)(H,63,69)(H,64,70)/b61-33+/t36-,46+,49-,55+/m0/s1",SBWXKEWOYALPLO-MRVZSXMWSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B7,Good,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,690,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.22,1008.355019,8.77,72,8,13,6,17,212.01,C55H56N6O9S2,"InChI=1S/C55H56N6O9S2/c1-32(35-8-12-37(13-9-35)49-33(2)56-31-71-49)58-53(67)45-26-42(64)29-61(45)54(68)51(55(3,4)5)59-47(65)30-69-24-25-70-43-21-6-34(7-22-43)28-57-60-52(66)39-14-10-36(11-15-39)48-44-23-20-41(63)27-46(44)72-50(48)38-16-18-40(62)19-17-38/h6-23,27-28,31-32,42,45,51,62-64H,24-26,29-30H2,1-5H3,(H,58,67)(H,59,65)(H,60,66)/b57-28+/t32-,42+,45-,51+/m0/s1",IXZJZNGNKKNRHA-QBMQRYFZSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B8,Good,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,691,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.273,1052.381234,8.62,75,8,14,6,20,221.24,C57H60N6O10S2,"InChI=1S/C57H60N6O10S2/c1-34(37-8-12-39(13-9-37)51-35(2)58-33-74-51)60-55(69)47-28-44(66)31-63(47)56(70)53(57(3,4)5)61-49(67)32-72-25-24-71-26-27-73-45-21-6-36(7-22-45)30-59-62-54(68)41-14-10-38(11-15-41)50-46-23-20-43(65)29-48(46)75-52(50)40-16-18-42(64)19-17-40/h6-23,29-30,33-34,44,47,53,64-66H,24-28,31-32H2,1-5H3,(H,60,69)(H,61,67)(H,62,68)/b59-30+/t34-,44+,47-,53+/m0/s1",JKNCTLDEAFZVAM-XIANXXKRSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B9,Bad,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,692,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.326,1096.407449,8.47,78,8,15,6,23,230.47,C59H64N6O11S2,"InChI=1S/C59H64N6O11S2/c1-36(39-8-12-41(13-9-39)53-37(2)60-35-77-53)62-57(71)49-30-46(68)33-65(49)58(72)55(59(3,4)5)63-51(69)34-75-27-26-73-24-25-74-28-29-76-47-21-6-38(7-22-47)32-61-64-56(70)43-14-10-40(11-15-43)52-48-23-20-45(67)31-50(48)78-54(52)42-16-18-44(66)19-17-42/h6-23,31-32,35-36,46,49,55,66-68H,24-30,33-34H2,1-5H3,(H,62,71)(H,63,69)(H,64,70)/b61-32+/t36-,46+,49-,55+/m0/s1",AXHBDVYNCDQXMR-XWFSJBMDSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOCCOCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B10,Bad,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOCCOCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,693,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.379,1140.433664,8.32,81,8,16,6,26,239.7,C61H68N6O12S2,"InChI=1S/C61H68N6O12S2/c1-38(41-8-12-43(13-9-41)55-39(2)62-37-80-55)64-59(73)51-32-48(70)35-67(51)60(74)57(61(3,4)5)65-53(71)36-78-29-28-76-25-24-75-26-27-77-30-31-79-49-21-6-40(7-22-49)34-63-66-58(72)45-14-10-42(11-15-45)54-50-23-20-47(69)33-52(50)81-56(54)44-16-18-46(68)19-17-44/h6-23,33-34,37-38,48,51,57,68-70H,24-32,35-36H2,1-5H3,(H,64,73)(H,65,71)(H,66,72)/b63-34+/t38-,48+,51-,57+/m0/s1",UWKVKUKUOWNDMT-OEEGHZRQSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOCCOCCOCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B11,Bad,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOCCOCCOCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,694,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.432,1184.459878,8.18,84,8,17,6,29,248.93,C63H72N6O13S2,"InChI=1S/C63H72N6O13S2/c1-40(43-8-12-45(13-9-43)57-41(2)64-39-83-57)66-61(75)53-34-50(72)37-69(53)62(76)59(63(3,4)5)67-55(73)38-81-31-30-79-27-26-77-24-25-78-28-29-80-32-33-82-51-21-6-42(7-22-51)36-65-68-60(74)47-14-10-44(11-15-47)56-52-23-20-49(71)35-54(52)84-58(56)46-16-18-48(70)19-17-46/h6-23,35-36,39-40,50,53,59,70-72H,24-34,37-38H2,1-5H3,(H,66,75)(H,67,73)(H,68,74)/b65-36+/t40-,50+,53-,59+/m0/s1",DBWKRYJAHSAXJP-OLBJFSIUSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOCCOCCOCCOCCOc2ccc(C=NNC(c3ccc(cc3)c3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,B12,Bad,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOCCOCCOCCOCCOc1ccc(C=NNC(c2ccccc2)=O)cc1,1,695,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229.485,1228.486093,8.03,87,8,18,6,32,258.16,C65H76N6O14S2,"InChI=1S/C65H76N6O14S2/c1-42(45-8-12-47(13-9-45)59-43(2)66-41-86-59)68-63(77)55-36-52(74)39-71(55)64(78)61(65(3,4)5)69-57(75)40-84-33-32-82-29-28-80-25-24-79-26-27-81-30-31-83-34-35-85-53-21-6-44(7-22-53)38-67-70-62(76)49-14-10-46(11-15-49)58-54-23-20-51(73)37-56(54)87-60(58)48-16-18-50(72)19-17-48/h6-23,37-38,41-42,52,55,61,72-74H,24-36,39-40H2,1-5H3,(H,68,77)(H,69,75)(H,70,76)/b67-38+/t42-,52+,55-,61+/m0/s1",UOQXCWRHTHGRKW-JXAFQIAWSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C1,Good,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,C(c1ccccc1)=NNC(c1ccc(cc1)O)=O,1,696,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981.166,980.3237192,8.82,70,8,13,6,15,212.01,C53H52N6O9S2,"InChI=1S/C53H52N6O9S2/c1-30(33-8-10-34(11-9-33)47-31(2)54-29-69-47)56-51(65)43-24-39(62)27-59(43)52(66)49(53(3,4)5)57-45(63)28-67-40-19-6-32(7-20-40)26-55-58-50(64)36-14-21-41(22-15-36)68-46-42-23-18-38(61)25-44(42)70-48(46)35-12-16-37(60)17-13-35/h6-23,25-26,29-30,39,43,49,60-62H,24,27-28H2,1-5H3,(H,56,65)(H,57,63)(H,58,64)/b55-26+/t30-,39+,43-,49+/m0/s1",FHTVQIVHDAGXNL-AWJZJWFLSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C2,Good,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,697,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,5.2,75,Degradation of ERalpha in MCF-7 cells after 6 h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.22,1008.355019,9.08,72,8,13,6,17,212.01,C55H56N6O9S2,"InChI=1S/C55H56N6O9S2/c1-32(35-10-12-36(13-11-35)49-33(2)56-31-71-49)58-53(67)45-27-41(64)30-61(45)54(68)51(55(3,4)5)59-47(65)7-6-26-69-42-21-8-34(9-22-42)29-57-60-52(66)38-16-23-43(24-17-38)70-48-44-25-20-40(63)28-46(44)72-50(48)37-14-18-39(62)19-15-37/h8-25,28-29,31-32,41,45,51,62-64H,6-7,26-27,30H2,1-5H3,(H,58,67)(H,59,65)(H,60,66)/b57-29+/t32-,41+,45-,51+/m0/s1",QCDUJVGYYULYRO-INUWBVJXSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C3,Good,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,698,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.247,1022.370669,9.43,73,8,13,6,18,212.01,C56H58N6O9S2,"InChI=1S/C56H58N6O9S2/c1-33(36-11-13-37(14-12-36)50-34(2)57-32-72-50)59-54(68)46-28-42(65)31-62(46)55(69)52(56(3,4)5)60-48(66)8-6-7-27-70-43-22-9-35(10-23-43)30-58-61-53(67)39-17-24-44(25-18-39)71-49-45-26-21-41(64)29-47(45)73-51(49)38-15-19-40(63)20-16-38/h9-26,29-30,32-33,42,46,52,63-65H,6-8,27-28,31H2,1-5H3,(H,59,68)(H,60,66)(H,61,67)/b58-30+/t33-,42+,46-,52+/m0/s1",XFSAXXUXHSGPLD-SFSSTWGZSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C4,Bad,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,699,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.274,1036.38632,9.79,74,8,13,6,19,212.01,C57H60N6O9S2,"InChI=1S/C57H60N6O9S2/c1-34(37-12-14-38(15-13-37)51-35(2)58-33-73-51)60-55(69)47-29-43(66)32-63(47)56(70)53(57(3,4)5)61-49(67)9-7-6-8-28-71-44-23-10-36(11-24-44)31-59-62-54(68)40-18-25-45(26-19-40)72-50-46-27-22-42(65)30-48(46)74-52(50)39-16-20-41(64)21-17-39/h10-27,30-31,33-34,43,47,53,64-66H,6-9,28-29,32H2,1-5H3,(H,60,69)(H,61,67)(H,62,68)/b59-31+/t34-,43+,47-,53+/m0/s1",UFFFHBWFPSAWDO-NQVRKJKTSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C5,Bad,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCCCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,700,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.301,1050.40197,10.33,75,8,13,6,20,212.01,C58H62N6O9S2,"InChI=1S/C58H62N6O9S2/c1-35(38-13-15-39(16-14-38)52-36(2)59-34-74-52)61-56(70)48-30-44(67)33-64(48)57(71)54(58(3,4)5)62-50(68)10-8-6-7-9-29-72-45-24-11-37(12-25-45)32-60-63-55(69)41-19-26-46(27-20-41)73-51-47-28-23-43(66)31-49(47)75-53(51)40-17-21-42(65)22-18-40/h11-28,31-32,34-35,44,48,54,65-67H,6-10,29-30,33H2,1-5H3,(H,61,70)(H,62,68)(H,63,69)/b60-32+/t35-,44+,48-,54+/m0/s1",KZXHAAPYMOOAJC-SEDKLBBGSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CCCCCCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C6,Bad,10.1021/acschembio.0c00140,CC(N[C@H](C(N1C[C@@H](C[C@H]1C(N[C@@H](C)c1ccc(cc1)c1c(C)ncs1)=O)O)=O)C(C)(C)C)=O,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCCCCCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,701,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVY",4W9H,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.328,1064.41762,10.87,76,8,13,6,21,212.01,C59H64N6O9S2,"InChI=1S/C59H64N6O9S2/c1-36(39-14-16-40(17-15-39)53-37(2)60-35-75-53)62-57(71)49-31-45(68)34-65(49)58(72)55(59(3,4)5)63-51(69)11-9-7-6-8-10-30-73-46-25-12-38(13-26-46)33-61-64-56(70)42-20-27-47(28-21-42)74-52-48-29-24-44(67)32-50(48)76-54(52)41-18-22-43(66)23-19-41/h12-29,32-33,35-36,45,49,55,66-68H,6-11,30-31,34H2,1-5H3,(H,62,71)(H,63,69)(H,64,70)/b61-33+/t36-,45+,49-,55+/m0/s1",XHFYPCQJEIRBQA-DSCQKSFXSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C7,Good,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,702,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.219,1024.349934,8.67,73,8,14,6,18,221.24,C55H56N6O10S2,"InChI=1S/C55H56N6O10S2/c1-32(35-8-10-36(11-9-35)49-33(2)56-31-72-49)58-53(67)45-26-41(64)29-61(45)54(68)51(55(3,4)5)59-47(65)30-69-24-25-70-42-19-6-34(7-20-42)28-57-60-52(66)38-14-21-43(22-15-38)71-48-44-23-18-40(63)27-46(44)73-50(48)37-12-16-39(62)17-13-37/h6-23,27-28,31-32,41,45,51,62-64H,24-26,29-30H2,1-5H3,(H,58,67)(H,59,65)(H,60,66)/b57-28+/t32-,41+,45-,51+/m0/s1",CDGSLYGPNZOATB-SJPDKAEWSA-N
Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(COCCOCCOc2ccc(C=NNC(c3ccc(cc3)Oc3c4ccc(cc4sc3c3ccc(cc3)O)O)=O)cc2)=O)=O)O)=O)scn1,ER,C8,Good,10.1021/acschembio.0c00140,Cc1c(c2ccc(cc2)[C@H](C)NC([C@@H]2C[C@H](CN2C([C@H](C(C)(C)C)NC(CO)=O)=O)O)=O)scn1,c1cc(ccc1c1cc2ccc(cc2s1)O)O,CCOCCOc1ccc(C=NNC(c2ccc(cc2)O)=O)cc1,1,703,P03372,VHL,P40337,"4W9E,4W9F,4W9H,5NVV,5NVY",5NVV,1GWQ,1GWQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.272,1068.376149,8.52,76,8,15,6,21,230.47,C57H60N6O11S2,"InChI=1S/C57H60N6O11S2/c1-34(37-8-10-38(11-9-37)51-35(2)58-33-75-51)60-55(69)47-28-43(66)31-63(47)56(70)53(57(3,4)5)61-49(67)32-72-25-24-71-26-27-73-44-19-6-36(7-20-44)30-59-62-54(68)40-14-21-45(22-15-40)74-50-46-23-18-42(65)29-48(46)76-52(50)39-12-16-41(64)17-13-39/h6-23,29-30,33-34,43,47,53,64-66H,24-28,31-32H2,1-5H3,(H,60,69)(H,61,67)(H,62,68)/b59-30+/t34-,43+,47-,53+/m0/s1",JXIMXSXTXJXDRV-LFCZCCCASA-N
